State,County,Civilian labor force 2007,Employed 2007,Civilian labor force 2007,Employed 2007,Unemployed 2007,Unemployment rate 2007,Civilian labor force 2008,Employed 2008,Unemployed 2008,Unemployment rate 2008,Civilian labor force 2009,Employed 2009,Unemployed 2009,Unemployment rate 2009,Civilian abor force 2010,Employed 2010,Unemployed 2010,Unemployment rate 2010,Civilian labor force 2011,Employed 2011,Unemployed 2011,Unemploymen trate 2011,Civilian labor force 2012,Employed 2012,Unemployed 2012,Unemployment rate 2012,Civilian labor force 2013,Employed 2013,Unemployed 2013,Unemployment rate 2013,Civilian labor force 2014,Employed 2014,Unemployed 2014,Unemployment rate 2014,Civilian labor force 2015,Employed 2015,Unemployed 2015,Unemployment rate 2015,Civilian labor force 2016,Employed 2016,Unemployed 2016,Unemployment rate 2016,Civilian labor force 2017,Employed 2017,Unemployed 2017,Unemployment rate 2017,Civilian labor force 2018,Employed 2018,Unemployed 2018,Unemployment rate 2018,Median Household Income 2017,Income % of State Total 2017
MN,"Wadena County, MN",6271.00,5805.00,6271.00,5805.00,466.00,7.40,6506.00,5975.00,531.00,8.20,6559.00,5845.00,714.00,10.90,6483.00,5822.00,661.00,10.20,6319.00,5750.00,569.00,9.00,6229.00,5743.00,486.00,7.80,6166.00,5735.00,431.00,7.00,6142.00,5760.00,382.00,6.20,6327.00,5954.00,373.00,5.90,6266.00,5895.00,371.00,5.90,5831.00,5510.00,321.00,5.50,5917.00,5611.00,306.00,5.20,"$45,716",66.90
MN,"Waseca County, MN",10257.00,9770.00,10257.00,9770.00,487.00,4.70,10494.00,9928.00,566.00,5.40,10492.00,9633.00,859.00,8.20,10577.00,9786.00,791.00,7.50,10582.00,9916.00,666.00,6.30,10213.00,9625.00,588.00,5.80,9926.00,9380.00,546.00,5.50,9670.00,9205.00,465.00,4.80,9750.00,9348.00,402.00,4.10,9494.00,9087.00,407.00,4.30,9295.00,8939.00,356.00,3.80,9002.00,8636.00,366.00,4.10,"$59,246",86.70
MN,"Watonwan County, MN",5487.00,5211.00,5487.00,5211.00,276.00,5.00,5470.00,5113.00,357.00,6.50,5585.00,5092.00,493.00,8.80,6311.00,5850.00,461.00,7.30,6267.00,5871.00,396.00,6.30,6285.00,5932.00,353.00,5.60,6179.00,5853.00,326.00,5.30,6160.00,5857.00,303.00,4.90,6250.00,5959.00,291.00,4.70,6596.00,6275.00,321.00,4.90,6499.00,6222.00,277.00,4.30,6509.00,6284.00,225.00,3.50,"$50,678",74.10
MN,"Wilkin County, MN",3484.00,3352.00,3484.00,3352.00,132.00,3.80,3490.00,3337.00,153.00,4.40,3544.00,3354.00,190.00,5.40,3822.00,3613.00,209.00,5.50,3818.00,3605.00,213.00,5.60,3781.00,3603.00,178.00,4.70,3625.00,3474.00,151.00,4.20,3592.00,3470.00,122.00,3.40,3690.00,3568.00,122.00,3.30,3730.00,3609.00,121.00,3.20,3552.00,3443.00,109.00,3.10,3558.00,3451.00,107.00,3.00,"$58,118",85.00
MN,"Yellow Medicine County, MN",5687.00,5444.00,5687.00,5444.00,243.00,4.30,5847.00,5550.00,297.00,5.10,5874.00,5497.00,377.00,6.40,5878.00,5508.00,370.00,6.30,5743.00,5415.00,328.00,5.70,5679.00,5394.00,285.00,5.00,5541.00,5269.00,272.00,4.90,5487.00,5260.00,227.00,4.10,5575.00,5371.00,204.00,3.70,5493.00,5283.00,210.00,3.80,5352.00,5169.00,183.00,3.40,5379.00,5218.00,161.00,3.00,"$53,596",78.40
MS,"Adams County, MS",13391.00,12539.00,13391.00,12539.00,852.00,6.40,13488.00,12614.00,874.00,6.50,12807.00,11637.00,1170.00,9.10,12608.00,11162.00,1446.00,11.50,12915.00,11523.00,1392.00,10.80,12366.00,11141.00,1225.00,9.90,11835.00,10732.00,1103.00,9.30,11621.00,10656.00,965.00,8.30,11423.00,10516.00,907.00,7.90,11266.00,10338.00,928.00,8.20,11208.00,10386.00,822.00,7.30,11202.00,10506.00,696.00,6.20,"$31,044",71.20
MS,"Amite County, MS",5157.00,4833.00,5157.00,4833.00,324.00,6.30,5211.00,4848.00,363.00,7.00,4950.00,4423.00,527.00,10.60,4979.00,4385.00,594.00,11.90,4993.00,4421.00,572.00,11.50,4762.00,4284.00,478.00,10.00,4549.00,4134.00,415.00,9.10,4456.00,4101.00,355.00,8.00,4519.00,4178.00,341.00,7.50,4514.00,4184.00,330.00,7.30,4527.00,4223.00,304.00,6.70,4470.00,4200.00,270.00,6.00,"$35,422",81.30
MS,"Attala County, MS",7349.00,6795.00,7349.00,6795.00,554.00,7.50,7304.00,6655.00,649.00,8.90,6937.00,6011.00,926.00,13.30,7955.00,6957.00,998.00,12.50,7982.00,7090.00,892.00,11.20,7585.00,6841.00,744.00,9.80,7251.00,6572.00,679.00,9.40,7057.00,6443.00,614.00,8.70,6991.00,6461.00,530.00,7.60,7024.00,6555.00,469.00,6.70,6950.00,6528.00,422.00,6.10,6927.00,6534.00,393.00,5.70,"$35,158",80.60
MS,"Benton County, MS",2913.00,2641.00,2913.00,2641.00,272.00,9.30,2883.00,2565.00,318.00,11.00,2788.00,2393.00,395.00,14.20,3273.00,2865.00,408.00,12.50,3388.00,2969.00,419.00,12.40,3290.00,2941.00,349.00,10.60,3136.00,2808.00,328.00,10.50,2984.00,2706.00,278.00,9.30,2988.00,2750.00,238.00,8.00,3053.00,2848.00,205.00,6.70,3055.00,2885.00,170.00,5.60,3078.00,2907.00,171.00,5.60,"$35,797",82.10
MS,"Calhoun County, MS",6072.00,5582.00,6072.00,5582.00,490.00,8.10,5986.00,5458.00,528.00,8.80,5864.00,5214.00,650.00,11.10,7025.00,6376.00,649.00,9.20,7115.00,6495.00,620.00,8.70,6746.00,6185.00,561.00,8.30,6403.00,5865.00,538.00,8.40,6251.00,5786.00,465.00,7.40,6145.00,5767.00,378.00,6.20,6194.00,5863.00,331.00,5.30,6098.00,5834.00,264.00,4.30,5976.00,5719.00,257.00,4.30,"$35,886",82.30
MS,"Carroll County, MS",4996.00,4680.00,4996.00,4680.00,316.00,6.30,4895.00,4552.00,343.00,7.00,4740.00,4231.00,509.00,10.70,3834.00,3330.00,504.00,13.10,3804.00,3341.00,463.00,12.20,3676.00,3271.00,405.00,11.00,3473.00,3106.00,367.00,10.60,3418.00,3095.00,323.00,9.40,3464.00,3181.00,283.00,8.20,3569.00,3310.00,259.00,7.30,3640.00,3433.00,207.00,5.70,3593.00,3397.00,196.00,5.50,"$40,798",93.60
MS,"Chickasaw County, MS",7427.00,6688.00,7427.00,6688.00,739.00,10.00,7254.00,6478.00,776.00,10.70,7103.00,6161.00,942.00,13.30,7944.00,6989.00,955.00,12.00,8255.00,7312.00,943.00,11.40,7992.00,7174.00,818.00,10.20,7609.00,6797.00,812.00,10.70,7218.00,6520.00,698.00,9.70,7158.00,6610.00,548.00,7.70,7103.00,6637.00,466.00,6.60,7087.00,6716.00,371.00,5.20,7036.00,6687.00,349.00,5.00,"$37,231",85.40
MS,"Choctaw County, MS",3480.00,3219.00,3480.00,3219.00,261.00,7.50,3427.00,3157.00,270.00,7.90,3329.00,2923.00,406.00,12.20,3766.00,3322.00,444.00,11.80,3807.00,3419.00,388.00,10.20,3724.00,3386.00,338.00,9.10,3746.00,3427.00,319.00,8.50,3584.00,3293.00,291.00,8.10,3714.00,3483.00,231.00,6.20,3732.00,3522.00,210.00,5.60,3671.00,3490.00,181.00,4.90,3792.00,3610.00,182.00,4.80,"$37,561",86.20
MS,"Claiborne County, MS",3573.00,3182.00,3573.00,3182.00,391.00,10.90,3628.00,3240.00,388.00,10.70,3673.00,3100.00,573.00,15.60,3580.00,2982.00,598.00,16.70,3690.00,3102.00,588.00,15.90,3530.00,2986.00,544.00,15.40,3299.00,2739.00,560.00,17.00,3115.00,2661.00,454.00,14.60,3122.00,2731.00,391.00,12.50,3096.00,2745.00,351.00,11.30,3009.00,2712.00,297.00,9.90,2952.00,2681.00,271.00,9.20,"$28,518",65.40
MS,"Clarke County, MS",7083.00,6565.00,7083.00,6565.00,518.00,7.30,7024.00,6491.00,533.00,7.60,6687.00,5944.00,743.00,11.10,6606.00,5776.00,830.00,12.60,6755.00,5958.00,797.00,11.80,6729.00,6005.00,724.00,10.80,6657.00,5993.00,664.00,10.00,6281.00,5717.00,564.00,9.00,6083.00,5607.00,476.00,7.80,6085.00,5674.00,411.00,6.80,6101.00,5729.00,372.00,6.10,5938.00,5604.00,334.00,5.60,"$38,840",89.10
MS,"Coahoma County, MS",10415.00,9487.00,10415.00,9487.00,928.00,8.90,10173.00,9258.00,915.00,9.00,9915.00,8715.00,1200.00,12.10,10480.00,9044.00,1436.00,13.70,10686.00,9206.00,1480.00,13.80,10217.00,8931.00,1286.00,12.60,9813.00,8548.00,1265.00,12.90,9573.00,8451.00,1122.00,11.70,9461.00,8511.00,950.00,10.00,9230.00,8430.00,800.00,8.70,8907.00,8262.00,645.00,7.20,8680.00,8088.00,592.00,6.80,"$28,921",66.30
MS,"Copiah County, MS",12173.00,11278.00,12173.00,11278.00,895.00,7.40,12049.00,11192.00,857.00,7.10,11726.00,10531.00,1195.00,10.20,11991.00,10622.00,1369.00,11.40,12254.00,10840.00,1414.00,11.50,11873.00,10562.00,1311.00,11.00,11475.00,10269.00,1206.00,10.50,11189.00,10199.00,990.00,8.80,11271.00,10460.00,811.00,7.20,11295.00,10560.00,735.00,6.50,11329.00,10685.00,644.00,5.70,11251.00,10637.00,614.00,5.50,"$39,107",89.70
MS,"Covington County, MS",8815.00,8345.00,8815.00,8345.00,470.00,5.30,8812.00,8292.00,520.00,5.90,8589.00,7882.00,707.00,8.20,8235.00,7402.00,833.00,10.10,8535.00,7738.00,797.00,9.30,8359.00,7651.00,708.00,8.50,7955.00,7329.00,626.00,7.90,7854.00,7337.00,517.00,6.60,7975.00,7510.00,465.00,5.80,8167.00,7724.00,443.00,5.40,8276.00,7882.00,394.00,4.80,8288.00,7926.00,362.00,4.40,"$39,644",90.90
MS,"Franklin County, MS",3137.00,2920.00,3137.00,2920.00,217.00,6.90,3083.00,2853.00,230.00,7.50,2996.00,2663.00,333.00,11.10,3234.00,2866.00,368.00,11.40,3218.00,2870.00,348.00,10.80,3071.00,2771.00,300.00,9.80,2953.00,2681.00,272.00,9.20,2912.00,2669.00,243.00,8.30,2941.00,2716.00,225.00,7.70,2857.00,2653.00,204.00,7.10,2827.00,2632.00,195.00,6.90,2766.00,2599.00,167.00,6.00,"$38,370",88.00
MS,"George County, MS",9107.00,8463.00,9107.00,8463.00,644.00,7.10,9565.00,8860.00,705.00,7.40,9384.00,8443.00,941.00,10.00,8759.00,7753.00,1006.00,11.50,9052.00,7954.00,1098.00,12.10,8823.00,7919.00,904.00,10.20,8564.00,7757.00,807.00,9.40,8934.00,8200.00,734.00,8.20,8866.00,8203.00,663.00,7.50,8825.00,8174.00,651.00,7.40,8932.00,8296.00,636.00,7.10,8892.00,8327.00,565.00,6.40,"$51,185",117.40
MS,"Greene County, MS",4934.00,4562.00,4934.00,4562.00,372.00,7.50,4959.00,4512.00,447.00,9.00,4829.00,4270.00,559.00,11.60,4580.00,4034.00,546.00,11.90,4692.00,4125.00,567.00,12.10,4568.00,4055.00,513.00,11.20,4435.00,3984.00,451.00,10.20,4402.00,4012.00,390.00,8.90,4334.00,4009.00,325.00,7.50,4292.00,3980.00,312.00,7.30,4371.00,4042.00,329.00,7.50,4289.00,4025.00,264.00,6.20,"$44,337",101.70
MS,"Grenada County, MS",9651.00,8958.00,9651.00,8958.00,693.00,7.20,9595.00,8894.00,701.00,7.30,8948.00,7850.00,1098.00,12.30,9433.00,8342.00,1091.00,11.60,9709.00,8715.00,994.00,10.20,9612.00,8726.00,886.00,9.20,9334.00,8510.00,824.00,8.80,9312.00,8644.00,668.00,7.20,9491.00,8928.00,563.00,5.90,9622.00,9131.00,491.00,5.10,9666.00,9222.00,444.00,4.60,9591.00,9181.00,410.00,4.30,"$38,827",89.10
MS,"Hancock County, MS",18300.00,17349.00,18300.00,17349.00,951.00,5.20,18398.00,17379.00,1019.00,5.50,18096.00,16651.00,1445.00,8.00,19653.00,17887.00,1766.00,9.00,20060.00,18157.00,1903.00,9.50,19597.00,17941.00,1656.00,8.50,18932.00,17446.00,1486.00,7.80,18508.00,17175.00,1333.00,7.20,18695.00,17488.00,1207.00,6.50,18899.00,17752.00,1147.00,6.10,18856.00,17810.00,1046.00,5.50,18839.00,17902.00,937.00,5.00,"$45,535",104.50
MS,"Holmes County, MS",7162.00,6393.00,7162.00,6393.00,769.00,10.70,7143.00,6223.00,920.00,12.90,6956.00,5621.00,1335.00,19.20,6848.00,5506.00,1342.00,19.60,6895.00,5661.00,1234.00,17.90,6618.00,5524.00,1094.00,16.50,6301.00,5247.00,1054.00,16.70,6149.00,5230.00,919.00,14.90,6122.00,5388.00,734.00,12.00,5985.00,5329.00,656.00,11.00,5834.00,5285.00,549.00,9.40,5700.00,5193.00,507.00,8.90,"$24,783",56.80
MS,"Humphreys County, MS",4357.00,3975.00,4357.00,3975.00,382.00,8.80,4337.00,3919.00,418.00,9.60,4155.00,3632.00,523.00,12.60,3482.00,2882.00,600.00,17.20,3422.00,2789.00,633.00,18.50,3171.00,2567.00,604.00,19.00,3053.00,2529.00,524.00,17.20,2566.00,2161.00,405.00,15.80,2469.00,2158.00,311.00,12.60,2377.00,2107.00,270.00,11.40,2306.00,2096.00,210.00,9.10,2306.00,2113.00,193.00,8.40,"$26,489",60.80
MS,"Issaquena County, MS",706.00,652.00,706.00,652.00,54.00,7.60,687.00,628.00,59.00,8.60,662.00,586.00,76.00,11.50,525.00,440.00,85.00,16.20,516.00,412.00,104.00,20.20,471.00,388.00,83.00,17.60,446.00,355.00,91.00,20.40,427.00,353.00,74.00,17.30,420.00,348.00,72.00,17.10,401.00,345.00,56.00,14.00,397.00,350.00,47.00,11.80,378.00,344.00,34.00,9.00,"$28,075",64.40
MS,"Itawamba County, MS",10036.00,9325.00,10036.00,9325.00,711.00,7.10,10069.00,9263.00,806.00,8.00,9596.00,8490.00,1106.00,11.50,10355.00,9188.00,1167.00,11.30,10572.00,9516.00,1056.00,10.00,10415.00,9540.00,875.00,8.40,10027.00,9223.00,804.00,8.00,9916.00,9209.00,707.00,7.10,10221.00,9638.00,583.00,5.70,10417.00,9891.00,526.00,5.00,10395.00,9952.00,443.00,4.30,10302.00,9883.00,419.00,4.10,"$45,718",104.90
MS,"Jasper County, MS",7557.00,7102.00,7557.00,7102.00,455.00,6.00,7514.00,6990.00,524.00,7.00,7102.00,6347.00,755.00,10.60,7013.00,6154.00,859.00,12.20,7184.00,6359.00,825.00,11.50,6893.00,6193.00,700.00,10.20,6514.00,5867.00,647.00,9.90,6445.00,5898.00,547.00,8.50,6371.00,5874.00,497.00,7.80,6201.00,5727.00,474.00,7.60,6121.00,5721.00,400.00,6.50,6106.00,5749.00,357.00,5.80,"$35,916",82.40
MS,"Jefferson County, MS",2779.00,2415.00,2779.00,2415.00,364.00,13.10,2801.00,2435.00,366.00,13.10,2802.00,2335.00,467.00,16.70,2472.00,2007.00,465.00,18.80,2539.00,2067.00,472.00,18.60,2517.00,2080.00,437.00,17.40,2480.00,2003.00,477.00,19.20,2408.00,2022.00,386.00,16.00,2280.00,1941.00,339.00,14.90,2229.00,1898.00,331.00,14.80,2091.00,1780.00,311.00,14.90,1998.00,1733.00,265.00,13.30,"$27,925",64.10
MS,"Jefferson Davis County, MS",5252.00,4885.00,5252.00,4885.00,367.00,7.00,5623.00,5238.00,385.00,6.80,5133.00,4597.00,536.00,10.40,4609.00,3961.00,648.00,14.10,4636.00,3991.00,645.00,13.90,4459.00,3883.00,576.00,12.90,4218.00,3686.00,532.00,12.60,4126.00,3705.00,421.00,10.20,4133.00,3774.00,359.00,8.70,4187.00,3843.00,344.00,8.20,4219.00,3929.00,290.00,6.90,4113.00,3838.00,275.00,6.70,"$28,043",64.30
MS,"Kemper County, MS",4108.00,3789.00,4108.00,3789.00,319.00,7.80,4028.00,3702.00,326.00,8.10,3863.00,3377.00,486.00,12.60,3906.00,3330.00,576.00,14.70,3916.00,3358.00,558.00,14.20,3971.00,3450.00,521.00,13.10,3956.00,3447.00,509.00,12.90,3757.00,3279.00,478.00,12.70,3580.00,3211.00,369.00,10.30,3558.00,3249.00,309.00,8.70,3562.00,3281.00,281.00,7.90,3454.00,3198.00,256.00,7.40,"$32,026",73.50
MS,"Lawrence County, MS",5150.00,4765.00,5150.00,4765.00,385.00,7.50,5324.00,4914.00,410.00,7.70,5127.00,4556.00,571.00,11.10,5147.00,4534.00,613.00,11.90,5076.00,4487.00,589.00,11.60,4941.00,4433.00,508.00,10.30,4717.00,4281.00,436.00,9.20,4528.00,4154.00,374.00,8.30,4750.00,4409.00,341.00,7.20,4682.00,4350.00,332.00,7.10,4643.00,4336.00,307.00,6.60,4605.00,4331.00,274.00,6.00,"$38,446",88.20
MS,"Leake County, MS",8152.00,7636.00,8152.00,7636.00,516.00,6.30,8448.00,7883.00,565.00,6.70,8438.00,7660.00,778.00,9.20,9177.00,8289.00,888.00,9.70,8871.00,8007.00,864.00,9.70,8405.00,7629.00,776.00,9.20,8108.00,7415.00,693.00,8.50,7845.00,7289.00,556.00,7.10,7900.00,7415.00,485.00,6.10,7765.00,7296.00,469.00,6.00,7710.00,7273.00,437.00,5.70,7927.00,7538.00,389.00,4.90,"$36,031",82.60
MS,"Lincoln County, MS",14222.00,13312.00,14222.00,13312.00,910.00,6.40,14126.00,13113.00,1013.00,7.20,13590.00,12196.00,1394.00,10.30,14459.00,12940.00,1519.00,10.50,14829.00,13383.00,1446.00,9.80,14412.00,13168.00,1244.00,8.60,13920.00,12848.00,1072.00,7.70,13769.00,12862.00,907.00,6.60,14241.00,13380.00,861.00,6.00,14444.00,13625.00,819.00,5.70,14585.00,13825.00,760.00,5.20,14663.00,13972.00,691.00,4.70,"$40,898",93.80
MS,"Marion County, MS",10329.00,9683.00,10329.00,9683.00,646.00,6.30,10408.00,9685.00,723.00,6.90,10288.00,9241.00,1047.00,10.20,10544.00,9259.00,1285.00,12.20,10922.00,9756.00,1166.00,10.70,10334.00,9276.00,1058.00,10.20,9936.00,9000.00,936.00,9.40,9910.00,9099.00,811.00,8.20,10019.00,9290.00,729.00,7.30,10279.00,9608.00,671.00,6.50,10265.00,9701.00,564.00,5.50,10130.00,9609.00,521.00,5.10,"$28,967",66.40
MS,"Montgomery County, MS",4493.00,4084.00,4493.00,4084.00,409.00,9.10,4492.00,4104.00,388.00,8.60,4503.00,3876.00,627.00,13.90,4675.00,4031.00,644.00,13.80,4677.00,4097.00,580.00,12.40,4544.00,4014.00,530.00,11.70,4375.00,3881.00,494.00,11.30,4201.00,3815.00,386.00,9.20,4203.00,3879.00,324.00,7.70,4243.00,3973.00,270.00,6.40,4177.00,3964.00,213.00,5.10,4047.00,3834.00,213.00,5.30,"$36,182",83.00
MS,"Neshoba County, MS",13988.00,13284.00,13988.00,13284.00,704.00,5.00,14097.00,13349.00,748.00,5.30,13338.00,12104.00,1234.00,9.30,11806.00,10579.00,1227.00,10.40,11969.00,10855.00,1114.00,9.30,11654.00,10680.00,974.00,8.40,10958.00,10105.00,853.00,7.80,10798.00,10069.00,729.00,6.80,10635.00,9985.00,650.00,6.10,10716.00,10102.00,614.00,5.70,10555.00,10015.00,540.00,5.10,10307.00,9797.00,510.00,4.90,"$38,728",88.80
MS,"Newton County, MS",9570.00,9036.00,9570.00,9036.00,534.00,5.60,9450.00,8838.00,612.00,6.50,9037.00,8206.00,831.00,9.20,9201.00,8274.00,927.00,10.10,9393.00,8526.00,867.00,9.20,9262.00,8524.00,738.00,8.00,8981.00,8311.00,670.00,7.50,8788.00,8204.00,584.00,6.60,8728.00,8195.00,533.00,6.10,8653.00,8145.00,508.00,5.90,8537.00,8082.00,455.00,5.30,8422.00,8012.00,410.00,4.90,"$39,898",91.50
MS,"Noxubee County, MS",4018.00,3518.00,4018.00,3518.00,500.00,12.40,3813.00,3297.00,516.00,13.50,3681.00,2998.00,683.00,18.60,4430.00,3731.00,699.00,15.80,4379.00,3742.00,637.00,14.50,4211.00,3659.00,552.00,13.10,4087.00,3540.00,547.00,13.40,4013.00,3513.00,500.00,12.50,3957.00,3571.00,386.00,9.80,3970.00,3643.00,327.00,8.20,3912.00,3625.00,287.00,7.30,3845.00,3586.00,259.00,6.70,"$30,130",69.10
MS,"Perry County, MS",5130.00,4784.00,5130.00,4784.00,346.00,6.70,5080.00,4669.00,411.00,8.10,4847.00,4326.00,521.00,10.70,4636.00,4004.00,632.00,13.60,4671.00,4054.00,617.00,13.20,4436.00,3927.00,509.00,11.50,4249.00,3807.00,442.00,10.40,4215.00,3830.00,385.00,9.10,4320.00,3977.00,343.00,7.90,4363.00,4053.00,310.00,7.10,4351.00,4076.00,275.00,6.30,4355.00,4100.00,255.00,5.90,"$38,997",89.50
MS,"Pontotoc County, MS",13195.00,12345.00,13195.00,12345.00,850.00,6.40,13262.00,12247.00,1015.00,7.70,12703.00,11406.00,1297.00,10.20,13672.00,12280.00,1392.00,10.20,14019.00,12710.00,1309.00,9.30,14081.00,12980.00,1101.00,7.80,13672.00,12659.00,1013.00,7.40,13510.00,12595.00,915.00,6.80,13891.00,13119.00,772.00,5.60,14456.00,13775.00,681.00,4.70,14494.00,13926.00,568.00,3.90,14423.00,13864.00,559.00,3.90,"$45,396",104.10
MS,"Prentiss County, MS",11107.00,10277.00,11107.00,10277.00,830.00,7.50,11167.00,10275.00,892.00,8.00,10818.00,9424.00,1394.00,12.90,11604.00,10235.00,1369.00,11.80,11731.00,10511.00,1220.00,10.40,11423.00,10438.00,985.00,8.60,10947.00,10023.00,924.00,8.40,10877.00,10065.00,812.00,7.50,11007.00,10342.00,665.00,6.00,11079.00,10475.00,604.00,5.50,11163.00,10649.00,514.00,4.60,11207.00,10722.00,485.00,4.30,"$36,654",84.10
MS,"Quitman County, MS",3780.00,3470.00,3780.00,3470.00,310.00,8.20,3618.00,3301.00,317.00,8.80,3431.00,3006.00,425.00,12.40,3197.00,2721.00,476.00,14.90,3123.00,2658.00,465.00,14.90,2971.00,2557.00,414.00,13.90,2858.00,2434.00,424.00,14.80,2755.00,2396.00,359.00,13.00,2690.00,2401.00,289.00,10.70,2621.00,2366.00,255.00,9.70,2485.00,2267.00,218.00,8.80,2432.00,2248.00,184.00,7.60,"$26,740",61.30
MS,"Scott County, MS",13266.00,12619.00,13266.00,12619.00,647.00,4.90,13486.00,12817.00,669.00,5.00,13412.00,12472.00,940.00,7.00,13551.00,12469.00,1082.00,8.00,13667.00,12513.00,1154.00,8.40,13093.00,12096.00,997.00,7.60,12742.00,11900.00,842.00,6.60,12694.00,11999.00,695.00,5.50,12998.00,12375.00,623.00,4.80,13281.00,12673.00,608.00,4.60,13374.00,12833.00,541.00,4.00,13152.00,12637.00,515.00,3.90,"$37,201",85.30
MS,"Sharkey County, MS",2549.00,2339.00,2549.00,2339.00,210.00,8.20,2484.00,2274.00,210.00,8.50,2381.00,2124.00,257.00,10.80,2059.00,1760.00,299.00,14.50,2024.00,1729.00,295.00,14.60,1938.00,1675.00,263.00,13.60,1844.00,1604.00,240.00,13.00,1773.00,1578.00,195.00,11.00,1729.00,1563.00,166.00,9.60,1716.00,1566.00,150.00,8.70,1696.00,1567.00,129.00,7.60,1686.00,1568.00,118.00,7.00,"$28,842",66.20
MS,"Simpson County, MS",11566.00,10933.00,11566.00,10933.00,633.00,5.50,11603.00,10925.00,678.00,5.80,11290.00,10321.00,969.00,8.60,11372.00,10304.00,1068.00,9.40,11579.00,10522.00,1057.00,9.10,11285.00,10355.00,930.00,8.20,10948.00,10137.00,811.00,7.40,10781.00,10094.00,687.00,6.40,10909.00,10270.00,639.00,5.90,10946.00,10354.00,592.00,5.40,11017.00,10481.00,536.00,4.90,10931.00,10439.00,492.00,4.50,"$38,385",88.00
MS,"Smith County, MS",6732.00,6370.00,6732.00,6370.00,362.00,5.40,6495.00,6079.00,416.00,6.40,6282.00,5708.00,574.00,9.10,7314.00,6650.00,664.00,9.10,7400.00,6792.00,608.00,8.20,7096.00,6580.00,516.00,7.30,6839.00,6380.00,459.00,6.70,6738.00,6350.00,388.00,5.80,6761.00,6400.00,361.00,5.30,6747.00,6393.00,354.00,5.20,6738.00,6417.00,321.00,4.80,6752.00,6456.00,296.00,4.40,"$42,517",97.50
MS,"Stone County, MS",7700.00,7268.00,7700.00,7268.00,432.00,5.60,7782.00,7334.00,448.00,5.80,7756.00,7140.00,616.00,7.90,6843.00,6117.00,726.00,10.60,7040.00,6283.00,757.00,10.80,6694.00,6004.00,690.00,10.30,6461.00,5846.00,615.00,9.50,6342.00,5803.00,539.00,8.50,6416.00,5942.00,474.00,7.40,6502.00,6066.00,436.00,6.70,6640.00,6236.00,404.00,6.10,6791.00,6422.00,369.00,5.40,"$44,159",101.30
MS,"Tallahatchie County, MS",6034.00,5571.00,6034.00,5571.00,463.00,7.70,5986.00,5491.00,495.00,8.30,5870.00,5212.00,658.00,11.20,5885.00,5166.00,719.00,12.20,6078.00,5341.00,737.00,12.10,5775.00,5124.00,651.00,11.30,5809.00,5163.00,646.00,11.10,5850.00,5310.00,540.00,9.20,5816.00,5378.00,438.00,7.50,5743.00,5355.00,388.00,6.80,5614.00,5319.00,295.00,5.30,5399.00,5114.00,285.00,5.30,"$30,998",71.10
MS,"Tate County, MS",11838.00,11132.00,11838.00,11132.00,706.00,6.00,11807.00,11020.00,787.00,6.70,11448.00,10222.00,1226.00,10.70,12631.00,11271.00,1360.00,10.80,12835.00,11504.00,1331.00,10.40,12430.00,11281.00,1149.00,9.20,11969.00,10902.00,1067.00,8.90,11796.00,10799.00,997.00,8.50,12008.00,11163.00,845.00,7.00,12099.00,11393.00,706.00,5.80,12182.00,11565.00,617.00,5.10,12259.00,11659.00,600.00,4.90,"$47,296",108.50
MS,"Tippah County, MS",9237.00,8586.00,9237.00,8586.00,651.00,7.00,8800.00,7927.00,873.00,9.90,8334.00,7106.00,1228.00,14.70,8991.00,7777.00,1214.00,13.50,9290.00,8191.00,1099.00,11.80,9038.00,8127.00,911.00,10.10,8735.00,7879.00,856.00,9.80,8742.00,8019.00,723.00,8.30,9449.00,8850.00,599.00,6.30,9410.00,8889.00,521.00,5.50,9452.00,9027.00,425.00,4.50,9443.00,9033.00,410.00,4.30,"$39,695",91.10
MS,"Tishomingo County, MS",7974.00,7342.00,7974.00,7342.00,632.00,7.90,7937.00,7240.00,697.00,8.80,7548.00,6603.00,945.00,12.50,7813.00,6817.00,996.00,12.70,8070.00,7097.00,973.00,12.10,7890.00,7076.00,814.00,10.30,7695.00,6985.00,710.00,9.20,7605.00,7021.00,584.00,7.70,8020.00,7512.00,508.00,6.30,8267.00,7815.00,452.00,5.50,8306.00,7890.00,416.00,5.00,8461.00,8068.00,393.00,4.60,"$35,031",80.40
MS,"Tunica County, MS",4392.00,4047.00,4392.00,4047.00,345.00,7.90,4431.00,3966.00,465.00,10.50,4275.00,3653.00,622.00,14.50,5027.00,4339.00,688.00,13.70,5140.00,4396.00,744.00,14.50,4902.00,4297.00,605.00,12.30,4791.00,4196.00,595.00,12.40,4766.00,4207.00,559.00,11.70,4660.00,4229.00,431.00,9.20,4616.00,4288.00,328.00,7.10,4483.00,4218.00,265.00,5.90,4477.00,4240.00,237.00,5.30,"$31,492",72.20
